Algorithm,Heuristic/Depth Limit,Depth,Nodes Generated,Effective Branching Factor
IDS,N/A,31,25473,1.3871761586356064
A*,Manhattan,22,2600,1.429637927597575
A*,Misplaced Titles,22,14703,1.5467764225221274
IDS,N/A,32,12499,1.3428495319433456
A*,Manhattan,23,552,1.3158753228884175
A*,Misplaced Titles,23,16407,1.5249729428048207
IDS,N/A,31,28391,1.392037676706887
A*,Manhattan,20,629,1.3801698383092023
A*,Misplaced Titles,20,4720,1.5265010238791292
IDS,N/A,20,1136,1.4215721825537
A*,Manhattan,20,370,1.3440334770121285
A*,Misplaced Titles,20,4238,1.5183015927512944
IDS,N/A,30,13749,1.3738596557781655
A*,Manhattan,20,339,1.3381659807152901
A*,Misplaced Titles,20,4154,1.5167825534165253
IDS,N/A,28,15623,1.4118134050538824
A*,Manhattan,21,627,1.3589491809564775
A*,Misplaced Titles,21,8076,1.5348182943570716
IDS,N/A,29,17792,1.4013914865390156
A*,Manhattan,24,1742,1.364720366885085
A*,Misplaced Titles,24,21866,1.5164347314011946
IDS,N/A,24,6296,1.4397741215567474
A*,Manhattan,21,899,1.3824684327352728
A*,Misplaced Titles,21,7873,1.532958818734731
IDS,N/A,23,492,1.309308420630987
A*,Manhattan,28,11979,1.3984852086059645
A*,Misplaced Titles,28,94183,1.5053652125367296
IDS,N/A,40,69262,1.3213332865003498
A*,Manhattan,24,2610,1.38790589738497
A*,Misplaced Titles,24,22303,1.5176855650933758
IDS,N/A,34,53348,1.3773137607436579
A*,Manhattan,25,2023,1.3559380104782623
A*,Misplaced Titles,25,36230,1.521818058691844
IDS,N/A,31,74416,1.4359870604039011
A*,Manhattan,18,201,1.3426268763353935
A*,Misplaced Titles,18,2344,1.5389335476947685
IDS,N/A,18,492,1.4110864346140177
A*,Manhattan,16,239,1.408153077998625
A*,Misplaced Titles,16,888,1.5285364881581665
IDS,N/A,16,11195,1.7908697721447053
A*,Manhattan,23,2554,1.40650097909518
A*,Misplaced Titles,23,17274,1.5283910102604752
IDS,N/A,23,7798,1.476442922110499
A*,Manhattan,21,604,1.356532897622024
A*,Misplaced Titles,21,8335,1.537127140006307
IDS,N/A,23,1706,1.3820406821785975
A*,Manhattan,27,4770,1.3684893484190324
A*,Misplaced Titles,27,57953,1.5011020544917224
IDS,N/A,37,11786,1.2883591041109297
A*,Manhattan,26,4394,1.380733945059813
A*,Misplaced Titles,24,20965,1.5137783375618552
IDS,N/A,28,44739,1.465871625196115
A*,Manhattan,23,2694,1.4097682368739155
A*,Misplaced Titles,23,18185,1.5318100915365631
IDS,N/A,31,5938,1.3235194526935565
A*,Manhattan,23,1573,1.3771720668330945
A*,Misplaced Titles,23,16543,1.525520372299197
IDS,N/A,23,19406,1.5361442556656164
A*,Manhattan,24,1170,1.342273689808536
A*,Misplaced Titles,24,23748,1.5216605918239898
IDS,N/A,26,32983,1.4920397399421494
A*,Manhattan,21,667,1.3629570881726067
A*,Misplaced Titles,21,8621,1.539598597882035
IDS,N/A,37,63313,1.3482489110004083
A*,Manhattan,22,257,1.2868929292942342
A*,Misplaced Titles,22,8848,1.5114787669090477
IDS,N/A,32,8856,1.3284682374152337
A*,Manhattan,25,2816,1.3739954862675927
A*,Misplaced Titles,25,37254,1.5235156381680284
IDS,N/A,33,28174,1.3640927297285352
A*,Manhattan,25,2838,1.3744232578773488
A*,Misplaced Titles,23,16982,1.5272585253963344
IDS,N/A,29,10555,1.3763850261303554
A*,Manhattan,22,2230,1.4196970358844858
A*,Misplaced Titles,22,11180,1.5276366952387765
IDS,N/A,24,2167,1.3771908268435153
A*,Manhattan,21,574,1.353246014731377
A*,Misplaced Titles,21,7453,1.528962099399044
IDS,N/A,29,69405,1.4687386005998948
A*,Manhattan,18,584,1.4245890525221334
A*,Misplaced Titles,18,2239,1.5350202755987457
IDS,N/A,22,12121,1.533258511160127
A*,Manhattan,25,2801,1.373701980411668
A*,Misplaced Titles,25,35581,1.5207181382510535
IDS,N/A,29,48472,1.4506700774853665
A*,Manhattan,24,2276,1.380009821908234
A*,Misplaced Titles,24,20792,1.5132557905485535
IDS,N/A,32,71111,1.417826288624216
A*,Manhattan,20,557,1.3718061949438258
A*,Misplaced Titles,20,4641,1.5252132814396198
IDS,N/A,32,82404,1.4243718568457806
A*,Manhattan,21,656,1.3618782314019744
A*,Misplaced Titles,21,8187,1.535816311246224
IDS,N/A,29,36205,1.436147066887436
A*,Manhattan,22,1357,1.38800168414807
A*,Misplaced Titles,20,4776,1.5274015110292727
IDS,N/A,40,47348,1.308827890315386
A*,Manhattan,24,628,1.3079214184633183
A*,Misplaced Titles,24,21186,1.5144398900261125
IDS,N/A,28,31305,1.4472969018333137
A*,Manhattan,22,288,1.2935718842599475
A*,Misplaced Titles,22,8690,1.5102413378796815
IDS,N/A,24,17434,1.502190035132827
A*,Manhattan,19,282,1.345737886903409
A*,Misplaced Titles,19,2464,1.5083683305229132
IDS,N/A,21,6106,1.5145169330777748
A*,Manhattan,23,2574,1.4069780687795246
A*,Misplaced Titles,23,18644,1.5334711606256295
IDS,N/A,25,48011,1.5390531923840882
A*,Manhattan,23,919,1.3453640075416098
A*,Misplaced Titles,23,17257,1.5283255817340544
IDS,N/A,29,48759,1.4509654181593008
A*,Manhattan,23,1234,1.3627149075261051
A*,Misplaced Titles,23,16881,1.5268624702771292
IDS,N/A,25,4642,1.4017423849461477
A*,Manhattan,19,635,1.4044762726669893
A*,Misplaced Titles,19,3521,1.5369743964289957
IDS,N/A,31,55162,1.4221851159255279
A*,Manhattan,26,5289,1.390614250798144
A*,Misplaced Titles,26,48536,1.5143742976981067
IDS,N/A,36,67973,1.362170804309907
A*,Manhattan,20,552,1.3711878422439345
A*,Misplaced Titles,20,4112,1.5160120570029858
IDS,N/A,24,21304,1.5147904137701202
A*,Manhattan,19,446,1.3786012780426924
A*,Misplaced Titles,19,2482,1.508946276572278
IDS,N/A,29,38813,1.4395958748857776
A*,Manhattan,20,877,1.4032982372369098
A*,Misplaced Titles,20,4516,1.5231325408066623
IDS,N/A,20,11770,1.5978603611458981
A*,Manhattan,22,692,1.3461570548575148
A*,Misplaced Titles,22,9494,1.516327972475653
IDS,N/A,38,46796,1.3270895512466492
A*,Manhattan,24,2286,1.3802619295515184
A*,Misplaced Titles,24,26600,1.5288682726437643
IDS,N/A,32,74711,1.4200160959841612
A*,Manhattan,26,2699,1.3550937484173553
A*,Misplaced Titles,26,41708,1.5055692802731384
IDS,N/A,38,98492,1.3533349209245222
A*,Manhattan,21,957,1.3865903950815863
A*,Misplaced Titles,21,8935,1.5422236539193526
IDS,N/A,21,20269,1.6035675287061002
A*,Manhattan,21,1003,1.3896937107113823
A*,Misplaced Titles,21,8431,1.5379656059565672
IDS,N/A,21,8320,1.5369952995779124
A*,Manhattan,27,8702,1.3993031691917805
A*,Misplaced Titles,25,38167,1.524991844041836
IDS,N/A,31,54942,1.4220017930753912
A*,Manhattan,17,306,1.4002929665990012
A*,Misplaced Titles,17,1603,1.5435670572967797
IDS,N/A,17,2865,1.5972035696173714
A*,Manhattan,22,1707,1.4025543694553273
A*,Misplaced Titles,22,9471,1.516160805023633
IDS,N/A,28,21460,1.42791074394094
A*,Manhattan,24,2682,1.3894804764481736
A*,Misplaced Titles,24,21372,1.5149915663975826
IDS,N/A,28,26554,1.4388139541129739
A*,Manhattan,16,212,1.397642155507168
A*,Misplaced Titles,16,992,1.5391536604279883
IDS,N/A,26,24140,1.4742353404309034
A*,Manhattan,24,1198,1.3435970266462383
A*,Misplaced Titles,24,20156,1.5112982561840993
IDS,N/A,26,28034,1.482739339811121
A*,Manhattan,27,4687,1.3675999377378059
A*,Misplaced Titles,25,36652,1.522523158073289
IDS,N/A,33,71043,1.4028647305170048
A*,Manhattan,21,1325,1.408240877505005
A*,Misplaced Titles,21,7863,1.5328660431375671
IDS,N/A,21,19748,1.6015803064069287
A*,Manhattan,17,294,1.397001594443576
A*,Misplaced Titles,17,1726,1.550294349769619
IDS,N/A,17,11119,1.7298317596809163
A*,Manhattan,25,4390,1.3986162853304704
A*,Misplaced Titles,25,36609,1.5224516690504375
IDS,N/A,25,30961,1.512281359962377
A*,Manhattan,22,552,1.332396841298482
A*,Misplaced Titles,22,8532,1.508982243585249
IDS,N/A,32,13415,1.3458207148035746
A*,Manhattan,19,103,1.27625895183641
A*,Misplaced Titles,19,3200,1.5292608758326791
IDS,N/A,27,9764,1.405283643816275
A*,Manhattan,24,1242,1.3456178302609656
A*,Misplaced Titles,24,19082,1.507854126356291
IDS,N/A,40,89691,1.3298991904597173
A*,Manhattan,21,1160,1.399350704949302
A*,Misplaced Titles,21,8547,1.5389667045476676
IDS,N/A,23,24145,1.5508068290350487
A*,Manhattan,25,3590,1.3874066696504954
A*,Misplaced Titles,25,36179,1.5217323118401964
IDS,N/A,29,15497,1.3947337099550345
A*,Manhattan,24,1293,1.3478759941418301
A*,Misplaced Titles,24,20243,1.5115694983564414
IDS,N/A,30,5291,1.3308157296183507
A*,Manhattan,25,4328,1.3978207725249006
A*,Misplaced Titles,25,36077,1.521560469463338
IDS,N/A,37,40586,1.3321425780761667
A*,Manhattan,22,319,1.2995969020469298
A*,Misplaced Titles,22,8589,1.5094390208721136
IDS,N/A,28,43071,1.4638838027852783
A*,Manhattan,22,234,1.281420389010158
A*,Misplaced Titles,22,8666,1.5100514976511006
IDS,N/A,28,2376,1.3199757242791028
A*,Manhattan,28,5332,1.35863631700834
A*,Misplaced Titles,26,43138,1.5075226514061442
IDS,N/A,32,46158,1.3988067463438798
A*,Manhattan,18,235,1.3543346578772117
A*,Misplaced Titles,18,2023,1.5263932538657112
IDS,N/A,24,27693,1.5314356411931342
A*,Manhattan,11,74,1.478870535645516
A*,Misplaced Titles,11,134,1.560893109655779
IDS,N/A,15,6109,1.7881255483961114
A*,Manhattan,24,991,1.3330191923173773
A*,Misplaced Titles,24,23559,1.521154064403352
IDS,N/A,24,10688,1.4718741744275639
A*,Manhattan,26,2548,1.3520964425643203
A*,Misplaced Titles,24,20362,1.5119387042264145
IDS,N/A,40,6253,1.244234418271023
A*,Manhattan,20,680,1.3855603461953032
A*,Misplaced Titles,20,4409,1.521307495130324
IDS,N/A,24,3181,1.3993944684064805
A*,Manhattan,20,451,1.3574030700182376
A*,Misplaced Titles,20,5977,1.5446289233509307
IDS,N/A,20,13858,1.6109610044682727
A*,Manhattan,25,1730,1.3474784990554796
A*,Misplaced Titles,25,38325,1.525243864083775
IDS,N/A,27,23750,1.4523176498773605
A*,Manhattan,23,1019,1.3514195022585258
A*,Misplaced Titles,23,17592,1.529603689398958
IDS,N/A,31,8508,1.338963161089586
A*,Manhattan,21,530,1.3481164943312494
A*,Misplaced Titles,21,7389,1.528334317939982
IDS,N/A,31,24069,1.3846415393960787
A*,Manhattan,27,8543,1.3983477895527465
A*,Misplaced Titles,27,72884,1.5139010453766812
IDS,N/A,35,52318,1.3640132963117193
A*,Manhattan,27,8312,1.396928825457842
A*,Misplaced Titles,25,35751,1.5210081031691634
IDS,N/A,29,34919,1.4343571524758594
A*,Manhattan,22,1136,1.3768316260316573
A*,Misplaced Titles,22,9389,1.515561646621287
IDS,N/A,28,32056,1.4485227924278254
A*,Manhattan,21,974,1.3877534998631083
A*,Misplaced Titles,21,7601,1.5303944012636772
IDS,N/A,25,27421,1.504954367114887
A*,Manhattan,24,1107,1.3391816326985815
A*,Misplaced Titles,24,25858,1.5270671054982838
IDS,N/A,32,3696,1.2926817688133776
A*,Manhattan,14,123,1.4101942402647338
A*,Misplaced Titles,14,396,1.5330264787301648
IDS,N/A,14,3637,1.7961343030593955
A*,Manhattan,27,4960,1.3704705004156434
A*,Misplaced Titles,27,73017,1.5140032738501874
IDS,N/A,27,36233,1.475216341570522
A*,Manhattan,18,141,1.3164399756388327
A*,Misplaced Titles,18,1353,1.4926603225995818
IDS,N/A,18,1368,1.4935748960946431
A*,Manhattan,27,2694,1.33983637018269
A*,Misplaced Titles,27,72495,1.5136010119501002
IDS,N/A,39,34838,1.30756384318689
A*,Manhattan,18,501,1.412508223001966
A*,Misplaced Titles,18,2039,1.52706144587685
IDS,N/A,20,11594,1.5966571303484427
A*,Manhattan,23,1770,1.3842554082744885
A*,Misplaced Titles,23,16672,1.526035661624872
IDS,N/A,29,33841,1.43280700507239
A*,Manhattan,25,1762,1.348466731111369
A*,Misplaced Titles,25,35710,1.520938291766661
IDS,N/A,33,41029,1.3797189661169436
A*,Manhattan,26,4730,1.3846525604497772
A*,Misplaced Titles,24,20586,1.5126281047177177
IDS,N/A,30,7851,1.3484375336797865
A*,Manhattan,23,1224,1.362232903277956
A*,Misplaced Titles,21,8029,1.5343917681923622
IDS,N/A,23,19477,1.5363881870645297
A*,Manhattan,23,678,1.3276907917851406
A*,Misplaced Titles,21,8194,1.5358788164924295
IDS,N/A,31,14428,1.3619712490316225
A*,Manhattan,19,557,1.3948216973368945
A*,Misplaced Titles,19,3819,1.5435605350623516
IDS,N/A,19,3489,1.5362360270711664
A*,Manhattan,24,537,1.2994181498950546
A*,Misplaced Titles,24,19957,1.5106735861668261
IDS,N/A,34,41669,1.367341059297532
A*,Manhattan,21,637,1.3599735101044812
A*,Misplaced Titles,21,8561,1.5390866505394305
IDS,N/A,37,63820,1.348539578936247
A*,Manhattan,17,417,1.4260201107625443
A*,Misplaced Titles,17,1614,1.5441881225730487
IDS,N/A,19,4723,1.5609172922581025
A*,Manhattan,26,7626,1.4103246858794314
A*,Misplaced Titles,26,50358,1.5165222531385643
IDS,N/A,28,49551,1.4712295651416578
A*,Manhattan,25,2295,1.362797435342431
A*,Misplaced Titles,27,73978,1.5147366473652268
IDS,N/A,37,88354,1.3604475084836154
A*,Manhattan,21,479,1.341636992596726
A*,Misplaced Titles,21,7236,1.5268122847438386
IDS,N/A,31,3289,1.2985350403046236
A*,Manhattan,18,310,1.375336544726822
A*,Misplaced Titles,18,2049,1.5274765556935748
IDS,N/A,28,15678,1.4119906122866386
A*,Manhattan,20,604,1.3773738926886516
A*,Misplaced Titles,18,2137,1.5310491760980294
IDS,N/A,24,18454,1.5057531192608404
A*,Manhattan,22,1286,1.3846153276721813
A*,Misplaced Titles,22,9689,1.5177299278724246
IDS,N/A,26,22787,1.4709684301209474
A*,Manhattan,25,2642,1.3704945490425062
A*,Misplaced Titles,25,36834,1.5228248506237125
IDS,N/A,37,39208,1.330899499923612
A*,Manhattan,24,2503,1.3854872559831228
A*,Misplaced Titles,22,9160,1.513861547406527
IDS,N/A,28,21649,1.428357980881382
A*,Manhattan,23,1222,1.362136050579323
A*,Misplaced Titles,23,16310,1.5245798384555633
IDS,N/A,25,22730,1.493702051358999
A*,Manhattan,25,2136,1.358889209097969
A*,Misplaced Titles,25,35281,1.5202031757403476
IDS,N/A,27,22868,1.4502834655792247
A*,Manhattan,19,634,1.4043597766017466
A*,Misplaced Titles,19,3928,1.5458484682084923
IDS,N/A,21,4959,1.4995852085196382
A*,Manhattan,24,2440,1.3840164204267658
A*,Misplaced Titles,22,12185,1.5336255754731396
IDS,N/A,26,1616,1.3286224625544991
A*,Manhattan,21,647,1.360982637473732
A*,Misplaced Titles,21,8309,1.5368984726450006
IDS,N/A,23,4021,1.4345317906681145
A*,Manhattan,26,4422,1.381071315954266
A*,Misplaced Titles,24,26811,1.5293716739248775
IDS,N/A,28,4404,1.3493897407401645
A*,Manhattan,24,2204,1.3781626726297693
A*,Misplaced Titles,24,20612,1.5127076582764085
IDS,N/A,36,86550,1.3713436743055334
A*,Manhattan,21,1316,1.4077839019563905
A*,Misplaced Titles,21,8703,1.540292798540444
IDS,N/A,27,78292,1.5179196815593528
A*,Manhattan,29,5796,1.348227084669185
A*,Misplaced Titles,29,99898,1.4872997677524908
IDS,N/A,37,13882,1.2940711740902355
A*,Manhattan,26,2262,1.3459190687417268
A*,Misplaced Titles,24,25686,1.5266425167963833
IDS,N/A,38,51270,1.3302821740253676
A*,Manhattan,21,857,1.379322286548973
A*,Misplaced Titles,21,7544,1.5298459426450863
IDS,N/A,33,23029,1.3557829060072437
A*,Manhattan,23,460,1.3054855816194553
A*,Misplaced Titles,23,15965,1.5231633276719525
IDS,N/A,23,25739,1.555123396230751
A*,Manhattan,20,1131,1.4212586806281036
A*,Misplaced Titles,20,5743,1.5415476048742909
IDS,N/A,22,4092,1.459415290305781
A*,Manhattan,25,4227,1.3965011250481927
A*,Misplaced Titles,25,37493,1.5239053988840376
IDS,N/A,27,8226,1.3963908329265244
A*,Manhattan,19,477,1.3834856266919233
A*,Misplaced Titles,19,2546,1.5109695255523887
IDS,N/A,25,10553,1.4485551601034503
A*,Manhattan,20,433,1.3546415578710007
A*,Misplaced Titles,20,4616,1.5248014279630544
IDS,N/A,24,9245,1.4630060479880278
A*,Manhattan,25,3300,1.3827400995530936
A*,Misplaced Titles,25,37210,1.5234436215033296
IDS,N/A,27,21819,1.4477633781555324
A*,Manhattan,22,553,1.332506463019186
A*,Misplaced Titles,22,9083,1.5132807733611153
IDS,N/A,26,21546,1.4678035991688299
A*,Manhattan,24,553,1.3010087391061986
A*,Misplaced Titles,24,19374,1.5088085530629718
IDS,N/A,24,11252,1.4750313081049844
A*,Manhattan,22,1050,1.3719136788747641
A*,Misplaced Titles,22,10691,1.524534289245427
IDS,N/A,26,23372,1.4724032403076408
A*,Manhattan,22,2048,1.4142135623730951
A*,Misplaced Titles,22,12763,1.5368596796149496
IDS,N/A,22,11467,1.5293977467938238
A*,Manhattan,24,2418,1.3834942092171383
A*,Misplaced Titles,24,31702,1.5400870801670388
IDS,N/A,30,5386,1.331605391739636
A*,Manhattan,15,247,1.4438202552877555
A*,Misplaced Titles,15,795,1.560837923712872
IDS,N/A,21,7840,1.5326522320955889
A*,Manhattan,27,4076,1.3605433278194647
A*,Misplaced Titles,27,60016,1.5030480122375125
IDS,N/A,41,44560,1.2983414038542287
A*,Manhattan,22,1052,1.3720323514314907
A*,Misplaced Titles,22,9145,1.5137487760201807
IDS,N/A,30,33267,1.4149261983907844
A*,Manhattan,20,458,1.3584487981781033
A*,Misplaced Titles,20,4974,1.5305068900431174
IDS,N/A,32,60718,1.4108429442283792
A*,Manhattan,28,5369,1.3589719061537178
A*,Misplaced Titles,28,80268,1.49679467714969
IDS,N/A,28,24436,1.4345489149001092
A*,Manhattan,18,351,1.3848602536224746
A*,Misplaced Titles,18,1959,1.5236695976689716
IDS,N/A,18,5883,1.619653665588165
A*,Manhattan,18,508,1.4135974783878722
A*,Misplaced Titles,18,1916,1.5217920319475569
IDS,N/A,22,4029,1.4583863911219188
A*,Manhattan,20,609,1.3779417680445973
A*,Misplaced Titles,20,5229,1.534337614961548
IDS,N/A,28,30034,1.4451560864113315
A*,Manhattan,25,2377,1.3647124931111845
A*,Misplaced Titles,25,36171,1.521718850826015
IDS,N/A,29,76432,1.4736311759425544
A*,Manhattan,20,97,1.2570095775180299
A*,Misplaced Titles,20,3809,1.5102211519137938
IDS,N/A,24,3134,1.3985267940644996
A*,Manhattan,16,194,1.3899129717649552
A*,Misplaced Titles,16,866,1.5261417321878357
IDS,N/A,22,9876,1.5190492944878315
A*,Manhattan,27,2934,1.344077925486286
A*,Misplaced Titles,27,73931,1.5147009939181684
IDS,N/A,27,3037,1.3457966308786316
A*,Manhattan,17,108,1.317083054202447
A*,Misplaced Titles,17,1157,1.5142447616172465
IDS,N/A,21,2103,1.4395622236110166
A*,Manhattan,24,3332,1.402101244212873
A*,Misplaced Titles,24,21462,1.5152568567809284
IDS,N/A,36,30489,1.3321696426872547
A*,Manhattan,23,1348,1.367960236378522
A*,Misplaced Titles,23,17838,1.5305275004007945
IDS,N/A,25,13423,1.462560983390769
A*,Manhattan,25,3722,1.3894120297710588
A*,Misplaced Titles,25,36318,1.521965741939136
IDS,N/A,31,35745,1.4024194068544327
A*,Manhattan,18,264,1.3631183100729576
A*,Misplaced Titles,18,1889,1.520592648667095
IDS,N/A,26,10113,1.4257187016480897
A*,Manhattan,22,1395,1.3897452273239281
A*,Misplaced Titles,22,13330,1.5398991509290305
IDS,N/A,28,22179,1.4295923413499807
A*,Manhattan,9,22,1.4098018484275194
A*,Misplaced Titles,9,41,1.5107694922198307
IDS,N/A,11,109,1.5318653428016826
A*,Manhattan,18,292,1.370773544115242
A*,Misplaced Titles,18,1343,1.4920452716516484
IDS,N/A,22,3994,1.4578081249201456
A*,Manhattan,23,1566,1.3769050395100602
A*,Misplaced Titles,23,16273,1.5244293019840296
IDS,N/A,31,8018,1.3364035314066631
A*,Manhattan,24,1292,1.347832543002704
A*,Misplaced Titles,24,19295,1.5085517024082236
IDS,N/A,36,31786,1.3337121505437075
A*,Manhattan,21,1051,1.3927906531474292
A*,Misplaced Titles,21,8708,1.5403349260926635
IDS,N/A,25,8371,1.4351955981105822
A*,Manhattan,24,1820,1.367213405029281
A*,Misplaced Titles,22,11058,1.526874988912166
IDS,N/A,22,4726,1.4690021847737822
A*,Manhattan,24,1254,1.346157052133125
A*,Misplaced Titles,24,22947,1.5194867352658912
IDS,N/A,32,70039,1.4171534324787032
A*,Manhattan,24,2831,1.3926142278305602
A*,Misplaced Titles,24,21680,1.5158950561491686
IDS,N/A,28,8531,1.381633500609026
A*,Manhattan,24,1272,1.3469566837370577
A*,Misplaced Titles,24,22744,1.5189242599029502
IDS,N/A,32,38423,1.3908121539394187
A*,Manhattan,22,698,1.3466854117882814
A*,Misplaced Titles,20,4127,1.5162880889990962
IDS,N/A,24,7669,1.451657339042245
A*,Manhattan,21,1059,1.3932936723567375
A*,Misplaced Titles,21,8139,1.5353863276662072
IDS,N/A,25,24856,1.4990539033939076
A*,Manhattan,23,594,1.3200774448124157
A*,Misplaced Titles,23,17424,1.528965666051867
IDS,N/A,25,43104,1.5324302028658072
A*,Manhattan,25,2532,1.3681652262512813
A*,Misplaced Titles,25,36424,1.522143177683828
IDS,N/A,33,37137,1.3755582770253991
A*,Manhattan,24,2064,1.3743992322061407
A*,Misplaced Titles,24,20637,1.5127840614439985
IDS,N/A,36,87989,1.3719719516794806
A*,Manhattan,26,1224,1.3145007061996166
A*,Misplaced Titles,26,47745,1.5134175480416108
IDS,N/A,30,96568,1.4660916082395663
A*,Manhattan,25,1369,1.3349227606822092
A*,Misplaced Titles,25,39015,1.5263328962757612
IDS,N/A,25,4013,1.3936020175086206
A*,Manhattan,17,292,1.3964407726856933
A*,Misplaced Titles,17,1251,1.5212185283506232
IDS,N/A,31,43220,1.4110364029527924
A*,Manhattan,12,78,1.4377207813048896
A*,Misplaced Titles,12,219,1.5668845906951427
IDS,N/A,12,3575,1.9774537611874152
A*,Manhattan,21,679,1.3641148653089765
A*,Misplaced Titles,21,8245,1.5363326828439539
IDS,N/A,33,88068,1.412026910964915
A*,Manhattan,21,586,1.3545799666336387
A*,Misplaced Titles,21,8433,1.5379829771309905
IDS,N/A,25,7138,1.426077282980402
A*,Manhattan,20,271,1.323269993516423
A*,Misplaced Titles,20,4151,1.516727763944238
IDS,N/A,30,61242,1.4440037203991953
A*,Manhattan,16,106,1.3383867133562901
A*,Misplaced Titles,16,574,1.4874144397238707
IDS,N/A,30,9477,1.3569245376948387
A*,Manhattan,22,1513,1.3948841296304455
A*,Misplaced Titles,22,9888,1.5191331434366226
IDS,N/A,42,56282,1.297490050461145
A*,Manhattan,29,9394,1.3708654996677028
A*,Misplaced Titles,27,74808,1.5153627040070148
IDS,N/A,35,18949,1.3250026635681453
A*,Manhattan,23,1200,1.3610605475846047
A*,Misplaced Titles,23,16852,1.5267483326115758
IDS,N/A,31,33611,1.3996373719171198
A*,Manhattan,26,2276,1.3462385107655785
A*,Misplaced Titles,26,53565,1.520127594294427
IDS,N/A,36,82327,1.3694394713758915
A*,Manhattan,26,5539,1.3930866469353786
A*,Misplaced Titles,26,49605,1.5156437495833466
IDS,N/A,34,29035,1.352889751124263
A*,Manhattan,17,127,1.3296984424912093
A*,Misplaced Titles,17,1089,1.5088591428958902
IDS,N/A,21,9558,1.5471815824679898
A*,Manhattan,26,2817,1.3573258164835702
A*,Misplaced Titles,26,51824,1.518196943387503
IDS,N/A,32,58753,1.4093932557458908
A*,Manhattan,18,384,1.3917907856087588
A*,Misplaced Titles,18,2284,1.536718174944479
IDS,N/A,18,1017,1.4691745150458748
A*,Manhattan,25,3751,1.3898434431935593
A*,Misplaced Titles,25,41438,1.5300159260433317
IDS,N/A,35,52222,1.3639417218616663
A*,Manhattan,26,5288,1.3906041373502547
A*,Misplaced Titles,26,44194,1.5089255755071205
IDS,N/A,34,11653,1.317046504970129
A*,Manhattan,24,2667,1.3891558078704798
A*,Misplaced Titles,24,20212,1.5114729771857447
IDS,N/A,28,18207,1.4195522132342973
A*,Manhattan,23,1760,1.3839144577563192
A*,Misplaced Titles,23,18991,1.5347011511014503
IDS,N/A,33,63980,1.3984202497486695
A*,Manhattan,23,1111,1.356507971994165
A*,Misplaced Titles,23,17949,1.5309403586284582
IDS,N/A,27,32556,1.4693812135111795
A*,Manhattan,26,3618,1.3704530933410966
A*,Misplaced Titles,26,42946,1.5072640310239775
IDS,N/A,36,2804,1.2467277073453968
A*,Manhattan,14,136,1.4203508526281743
A*,Misplaced Titles,14,297,1.5018462022180017
IDS,N/A,14,2020,1.7222513204150003
A*,Manhattan,26,347,1.2522901937906705
A*,Misplaced Titles,26,44166,1.5088887946781737
IDS,N/A,36,98854,1.3764164050747774
A*,Manhattan,22,822,1.3567323283171928
A*,Misplaced Titles,22,13435,1.5404484404573033
IDS,N/A,26,28354,1.4833867569684855
A*,Manhattan,22,476,1.3234556944832205
A*,Misplaced Titles,22,9003,1.51267237252063
IDS,N/A,32,23809,1.3701659198102911
A*,Manhattan,24,2278,1.3800603282456534
A*,Misplaced Titles,24,20540,1.5124871199409902
IDS,N/A,24,12601,1.482006842526887
A*,Manhattan,26,5587,1.3935490404337498
A*,Misplaced Titles,26,44377,1.5091654141397821
IDS,N/A,30,18215,1.386801509975507
A*,Manhattan,20,287,1.3270708045549946
A*,Misplaced Titles,20,4972,1.5304761140221521
IDS,N/A,32,34611,1.3862783542903996
A*,Manhattan,15,143,1.3921597366707565
A*,Misplaced Titles,15,573,1.5271333967247744
IDS,N/A,21,6307,1.516854569939814
A*,Manhattan,26,2480,1.3506904645051763
A*,Misplaced Titles,24,26059,1.5275598656439267
IDS,N/A,30,79877,1.456847383071694
A*,Manhattan,27,3863,1.3578414540032855
A*,Misplaced Titles,27,74141,1.514860127778353
IDS,N/A,31,29857,1.3943003230911557
A*,Manhattan,21,123,1.2575327117457482
A*,Misplaced Titles,21,7222,1.526671486813108
IDS,N/A,35,38338,1.3519506580639242
A*,Manhattan,20,544,1.370187322634104
A*,Misplaced Titles,20,4313,1.5196338988567069
IDS,N/A,22,27086,1.5903342177878044
A*,Manhattan,17,215,1.3715203705086199
A*,Misplaced Titles,17,1307,1.5251421673608958
IDS,N/A,19,21484,1.690464520414128
A*,Manhattan,24,1576,1.359037714266033
A*,Misplaced Titles,22,9982,1.5197866196327285
IDS,N/A,32,52166,1.4041657011412874
A*,Manhattan,25,2593,1.369468668527311
A*,Misplaced Titles,25,35116,1.5199181516989066
IDS,N/A,35,40699,1.3542610645249598
A*,Manhattan,24,1357,1.350591960804122
A*,Misplaced Titles,24,20794,1.5132618553252577
IDS,N/A,36,12847,1.300568949547358
A*,Manhattan,24,2389,1.382798839010701
A*,Misplaced Titles,24,22659,1.5186873103579532
IDS,N/A,24,540,1.2997198147830953
A*,Manhattan,20,926,1.4071180995314703
A*,Misplaced Titles,20,4367,1.520579599557525
IDS,N/A,28,11600,1.3968803685072635
A*,Manhattan,22,1277,1.3841733881720382
A*,Misplaced Titles,22,12195,1.533682762968667
IDS,N/A,22,14444,1.5455273812630672
A*,Manhattan,19,894,1.42999182147775
A*,Misplaced Titles,19,4193,1.5511693088475085
